jockey,raceDist,postPosition,track,surface,trackCondition,raceType,purse,claimPrice,adamSpeedInMPH,dataType,raceNum,raceDate
ORTIZ JOSE L,1870,3,CD,D,SY,G1,300000,NA,36.071293851376836,train,NA,NA
BRIDGMOHAN S X,1870,3,KEE,D,FT,AO,74000,62500,36.41816623821765,train,NA,NA
PEDROZA MARCELINO,1870,3,FG,T,TF,N,50000,NA,37.43394010569583,train,NA,NA
PEDROZA MARCELINO,1830,3,FG,D,FT,AO,45000,40000,36.10670221068601,train,NA,NA
BRIDGMOHAN S X,1760,3,FG,D,MY,AO,42000,40000,36.40040444893832,train,NA,NA
BRIDGMOHAN S X,1870,3,FG,T,FM,AO,42000,40000,35.79114812388884,train,NA,NA
BRIDGMOHAN S X,1870,3,KEE,T,FM,A,66000,NA,36.0542935243661,train,NA,NA
LEBRON VICTOR,1800,3,TAM,D,FT,AO,25500,NA,36.22410647204036,train,NA,NA
LEBRON VICTOR,1800,3,TAM,D,FT,AO,24000,NA,36.51872824656003,train,NA,NA
LEBRON VICTOR,1800,3,TAM,D,FT,AO,24000,NA,35.83626807298211,train,NA,NA
LOPEZ PASCACIO,1760,4,BEL,D,SY,G2,250000,NA,36.16636528028933,train,NA,NA
LOPEZ PASCACIO,1980,4,AQU,D,FT,G3,200000,NA,36.05769230769231,train,NA,NA
LOPEZ PASCACIO,1870,4,GP,D,FT,G2,200000,NA,35.81460674157304,train,NA,NA
LOPEZ PASCACIO,1980,4,AQU,D,FT,G3,250000,NA,36.19626418804183,train,NA,NA
BRAVO J,1870,4,KEE,D,FT,S,60000,NA,36.283437677859986,train,NA,NA
CASTELLANO J J,1980,4,SAR,D,FT,S,83000,NA,35.98081023454158,train,NA,NA
ORTIZ JOSE L,1870,4,BEL,D,FT,S,75000,NA,36.95295140566128,train,NA,NA
CASTELLANO J J,1760,4,BEL,D,SY,S,75000,NA,36.919290329197004,train,NA,NA
LOPEZ PASCACIO,1870,4,KEE,D,FT,S,60000,NA,36.40776699029126,train,NA,NA
LOPEZ PASCACIO,1540,4,GP,D,FT,S,50000,NA,37.473233404710925,train,NA,NA
SMITH M E,1980,5,SA,D,FT,G1,2000000,NA,37.08451606995697,train,NA,NA
SMITH M E,1870,5,PRX,D,FT,G1,1000000,NA,36.77177465871948,train,NA,NA
SMITH M E,2200,5,SAR,D,FT,G1,600000,NA,36.58536585365854,train,NA,NA
SMITH M E,1980,5,SAR,D,FT,G1,500000,NA,36.96604600219059,train,NA,NA
SMITH M E,1870,5,SA,D,FT,G2,200000,NA,37.26980415083309,train,NA,NA
SMITH M E,1870,5,SA,D,SY,G1,400000,NA,36.72940272709814,train,NA,NA
SMITH M E,1870,5,SA,D,FT,G3,100000,NA,37.12871287128713,train,NA,NA
SMITH M E,1760,5,SA,D,FT,G2,300000,NA,37.174721189591075,train,NA,NA
SMITH M E,1870,5,KEE,D,FT,G1,2000000,NA,37.233524773678575,train,NA,NA
SMITH M E,1870,5,SA,D,FT,G1,300000,NA,36.853261393197805,train,NA,NA
ROSARIO JOEL,1760,6,BEL,D,SY,G2,250000,NA,36.315948754161205,train,NA,NA
DECARLO C P,1760,6,AQU,T,FM,N,100000,NA,37.16704521990501,train,NA,NA
ROSARIO JOEL,1760,6,AQU,D,FT,G3,250000,NA,36.57049979683055,train,NA,NA
ROSARIO JOEL,1870,6,BEL,D,SY,N,250000,NA,37.099903006789525,train,NA,NA
ROSARIO JOEL,1430,6,PID,D,FT,G2,400000,NA,38.2402928487384,train,NA,NA
ALVARADO JUNIOR,1320,6,SAR,D,FT,G2,200000,NA,36.65490089600869,train,NA,NA
ALVARADO JUNIOR,1540,6,BEL,D,FT,G3,150000,NA,38.25601165897498,train,NA,NA
ALVARADO JUNIOR,1760,6,BEL,D,MY,N,200000,NA,37.1785603635237,train,NA,NA
ALVARADO JUNIOR,1540,6,AQU,D,FT,G3,200000,NA,38.094086346595724,train,NA,NA
LEZCANO JOSE,1540,6,GP,D,FT,G2,200000,NA,37.09810387469085,train,NA,NA
LEPAROUX JULIEN R,1540,7,CD,D,SY,G1,300000,NA,37.576046761302635,train,NA,NA
LEPAROUX JULIEN R,1540,7,SA,D,FT,G1,1000000,NA,37.810586964350016,train,NA,NA
LEPAROUX JULIEN R,1870,7,PRX,D,FT,G1,1000000,NA,36.47025171624714,train,NA,NA
ROSARIO JOEL,1540,7,SAR,D,FT,G1,500000,NA,38.48973607038123,train,NA,NA
LEPAROUX JULIEN R,1980,7,SAR,D,FT,G1,500000,NA,36.7047308319739,train,NA,NA
LEPAROUX JULIEN R,1760,7,BEL,D,FT,G1,700000,NA,37.9067073812783,train,NA,NA
LEPAROUX JULIEN R,1540,7,CD,D,FT,G2,200000,NA,38.53682407633961,train,NA,NA
LEPAROUX JULIEN R,1870,7,KEE,D,FT,G1,500000,NA,36.80007696748123,train,NA,NA
LEPAROUX JULIEN R,1870,7,CD,D,SY,G2,200000,NA,36.283437677859986,train,NA,NA
LEPAROUX JULIEN R,1430,7,KEE,D,FT,S,56000,NA,38.90662410215482,train,NA,NA
CASTELLANO J J,1320,1,BEL,t,FM,AO,90000,NA,39.647577092511014,train,NA,NA
CASTELLANO J J,1210,1,KEE,T,YL,A,74000,NA,39.13662239089184,train,NA,NA
ORTIZ JOSE L,1320,1,BEL,t,FM,AO,80000,NA,39.496781743709775,train,NA,NA
ORTIZ JOSE L,1320,1,SAR,D,FT,A,85000,NA,38.34682573498083,train,NA,NA
SAEZ LUIS,1320,1,AQU,D,FT,A,77000,NA,37.31859018659295,train,NA,NA
LEZCANO JOSE,1540,1,SAR,D,FT,G1,500000,NA,36.69190448456611,train,NA,NA
LEZCANO JOSE,1320,1,SAR,D,FT,A,85000,NA,38.521900413753734,train,NA,NA
LEZCANO JOSE,1430,1,BEL,D,FT,S,75000,NA,37.712738525012895,train,NA,NA
ORTIZ IRAD JR,1540,2,BEL,T,TF,N,150000,NA,38.130976879312435,train,NA,NA
ORTIZ IRAD JR,1320,2,BEL,T,FM,N,150000,NA,40.07718569096036,train,NA,NA
ORTIZ JOSE L,1210,2,SAR,T,FM,N,100000,NA,40.62038404726736,train,NA,NA
ALVARADO JUNIOR,1540,2,BEL,T,FM,AO,96000,NA,39.15962207856788,train,NA,NA
ALVARADO JUNIOR,1320,2,BEL,T,FM,G3,300000,NA,40.425213355292705,train,NA,NA
ALVARADO JUNIOR,1320,2,BEL,t,FM,A,77000,NA,39.887723445117444,train,NA,NA
LEZCANO JOSE,1870,2,AQU,T,FM,AO,67000,NA,36.518999427152956,train,NA,NA
ALVARADO JUNIOR,1540,2,BEL,T,FM,AO,65000,NA,38.58402743753063,train,NA,NA
ALVARADO JUNIOR,1320,2,BEL,D,MY,N,100000,NA,36.27082213863515,train,NA,NA
ORTIZ IRAD JR,1210,2,SAR,T,FM,N,100000,NA,40.13296578563321,train,NA,NA
ORTIZ JOSE L,1100,3,CD,T,TF,G3,150000,NA,38.26530612244898,train,NA,NA
CARMOUCHE K,1430,3,SA,T,FM,G1,1000000,NA,40.93198992443325,train,NA,NA
CARMOUCHE K,1320,3,BEL,T,FM,N,150000,NA,40.23845007451565,train,NA,NA
CARMOUCHE K,1100,3,PRX,T,YL,G3,200000,NA,39.23278116826504,train,NA,NA
ORTIZ JOSE L,1320,3,BEL,T,FM,G3,300000,NA,40.44337926902336,train,NA,NA
VELAZQUEZ J R,1100,3,GP,T,FM,N,75000,NA,38.65979381443299,train,NA,NA
VELAZQUEZ J R,1210,3,KEE,T,TF,G1,1000000,NA,38.53939582684522,train,NA,NA
CARMOUCHE K,1100,3,PRX,T,FM,G3,300000,NA,40.315355671026694,train,NA,NA
ROSARIO JOEL,1210,3,SAR,T,TF,AO,90000,NA,40.36861849616702,train,NA,NA
VELAZQUEZ J R,1430,3,AQU,D,FT,AO,69000,NA,37.08634461772537,train,NA,NA
CASTELLANO J J,1100,4,CD,T,TF,G3,150000,NA,38.779731127197515,train,NA,NA
ALBARADO R J,1210,4,KEE,T,FM,G2,200000,NA,39.714377406931966,train,NA,NA
ALBARADO R J,1210,4,FG,T,FM,N,50000,NA,40.113452188006484,train,NA,NA
ALBARADO R J,1210,4,FG,T,FM,N,75000,NA,39.22345483359746,train,NA,NA
LEPAROUX JULIEN R,1430,4,SA,T,FM,G1,1000000,NA,40.79497907949791,train,NA,NA
VELAZQUEZ J R,1320,4,BEL,T,FM,N,150000,NA,40.15466983938132,train,NA,NA
VELAZQUEZ J R,1320,4,BEL,t,FM,AO,90000,NA,39.700044111160125,train,NA,NA
VELAZQUEZ J R,1210,4,SAR,T,FM,N,100000,NA,40.6003937007874,train,NA,NA
LEPAROUX JULIEN R,1320,4,WO,T,FM,G2,200000,NA,39.65922444183314,train,NA,NA
GEROUX FLORENT,1320,4,BEL,T,FM,G3,300000,NA,40.17857142857143,train,NA,NA
ROSARIO JOEL,1100,5,CD,T,TF,G3,150000,NA,38.213315217391305,train,NA,NA
ROSARIO JOEL,1210,5,KEE,T,FM,G2,200000,NA,39.73350457537325,train,NA,NA
LEPAROUX JULIEN R,1210,5,KEE,T,FM,G3,150000,NA,38.762725137039936,train,NA,NA
GEROUX FLORENT,1760,5,IND,T,FM,N,200000,NA,37.42592785112797,train,NA,NA
LEPAROUX JULIEN R,1210,5,SAR,T,FM,N,100000,NA,40.02263906856403,train,NA,NA
HUSBANDS P,1540,5,WO,T,FM,AO,62300,NA,39.04797322424693,train,NA,NA
HUSBANDS P,1320,5,PID,D,FT,N,100000,NA,39.43332846502118,train,NA,NA
HUSBANDS P,1100,5,WO,D,FT,AO,58600,NA,39.57087583538515,train,NA,NA
BRIDGMOHAN S X,1430,5,SAR,D,FT,G2,200000,NA,36.66792027077849,train,NA,NA
HUSBANDS P,1100,5,WO,D,FT,S,55900,NA,39.411455596426684,train,NA,NA
ROSARIO JOEL,1210,6,KEE,T,FM,A,77000,NA,39.51149425287356,train,NA,NA
VELAZQUEZ J R,1430,6,SA,T,FM,G1,1000000,NA,40.585541834327735,train,NA,NA
BRAVO J,1210,6,KEE,T,FM,G3,150000,NA,38.762725137039936,train,NA,NA
PRADO E S,1430,6,KD,T,FM,N,350000,NA,37.5626043405676,train,NA,NA
VELAZQUEZ J R,1210,6,SAR,T,FM,N,100000,NA,39.91935483870968,train,NA,NA
Other,1320,6,ASC,T,SF,G1,847674,NA,36.383236760544406,train,NA,NA
BRAVO J,1210,6,KEE,T,FM,G2,200000,NA,39.31067344345616,train,NA,NA
Other,1210,6,KEE,T,TF,G1,1000000,NA,38.86620603015075,train,NA,NA
VALDIVIA J JR,1760,6,KD,T,FM,N,300000,NA,37.220843672456574,train,NA,NA
*DETTORI L,1320,6,ASC,T,TF,G1,819783,NA,37.144036318613296,train,NA,NA
GEROUX FLORENT,1210,7,KEE,T,FM,G2,200000,NA,39.581001119462655,train,NA,NA
GEROUX FLORENT,1210,7,FG,T,FM,N,50000,NA,40.2046783625731,train,NA,NA
GEROUX FLORENT,1100,7,HOU,T,FM,N,75000,NA,39.021852237252865,train,NA,NA
ROCCO J S JR,1210,7,FG,T,FM,N,75000,NA,39.1180654338549,train,NA,NA
ROCCO J S JR,1100,7,CD,T,FM,A,70000,NA,40.099803956513995,train,NA,NA
BRIDGMOHAN S X,1210,7,KEE,T,FM,G3,150000,NA,38.9579726113647,train,NA,NA
ROCCO J S JR,1430,7,KD,T,FM,N,350000,NA,37.71760154738878,train,NA,NA
SANJUR SANTO,1320,7,AP,D,FT,AO,28500,NA,38.325053229240595,train,NA,NA
ROCCO J S JR,1100,7,CD,T,FM,N,67000,NA,39.048941339812565,train,NA,NA
BRIDGMOHAN S X,1100,7,CD,T,TF,A,68000,NA,38.435257943286636,train,NA,NA
LEZCANO JOSE,1210,8,KEE,T,YL,A,74000,NA,38.89674681753889,train,NA,NA
PRADO E S,1100,8,GP,T,FM,N,75000,NA,41.25412541254125,train,NA,NA
LEZCANO JOSE,1100,8,GP,T,FM,AO,48000,NA,41.058394160583944,train,NA,NA
VELAZQUEZ J R,1210,8,SAR,T,FM,A,85000,NA,39.524113701692755,train,NA,NA
VELAZQUEZ J R,1320,8,BEL,t,FM,A,77000,NA,39.80539584254755,train,NA,NA
LEZCANO JOSE,1650,8,GP,T,FM,AO,44000,NA,37.185985015425295,train,NA,NA
ALVARADO JUNIOR,1760,8,BEL,T,FM,A,77000,NA,37.64509045278678,train,NA,NA
PRADO E S,1650,8,GP,T,FM,AO,44000,NA,38.00675675675676,train,NA,NA
VELAZQUEZ J R,1760,8,GP,T,FM,S,45000,NA,37.37153534724385,train,NA,NA
LEZCANO JOSE,1430,8,GP,D,FT,S,45000,NA,36.357986326911124,train,NA,NA
ROSARIO JOEL,1980,9,KEE,D,FT,G3,200000,NA,36.04485582057672,train,NA,NA
PRAT FLAVIEN,1760,9,SA,T,FM,G1,400000,NA,38.15175922000848,train,NA,NA
PRAT FLAVIEN,1760,9,SA,T,TF,G2,200000,NA,38.03486529318541,train,NA,NA
PRAT FLAVIEN,1760,9,SA,T,TF,G2,200000,NA,38.445108927808626,train,NA,NA
CASTELLANO J J,1320,9,WO,T,FM,G2,300000,NA,39.50256035113387,train,NA,NA
CASTELLANO J J,1320,9,BEL,t,FM,N,100000,NA,39.84651711924439,train,NA,NA
HUSBANDS P,1540,9,WO,T,FM,G2,200000,NA,38.90810276679843,train,NA,NA
HUSBANDS P,1760,9,WO,T,FM,N,100000,NA,38.40819374799957,train,NA,NA
HUSBANDS P,1540,9,WO,D,FT,N,150000,NA,37.62092439985668,train,NA,NA
HUSBANDS P,1870,9,WO,T,TF,N,250000,NA,37.07473102646118,train,NA,NA
ARROYO N JR,1430,10,SA,T,FM,G3,150000,NA,40.38381885958856,train,NA,NA
ARROYO N JR,1430,10,SA,T,FM,N,75000,NA,40.692821368948245,train,NA,NA
ARROYO N JR,1430,10,SA,T,FM,N,75000,NA,40.68716094032549,train,NA,NA
ARROYO N JR,1430,10,SA,T,FM,N,75000,NA,40.67584480600751,train,NA,NA
ARROYO N JR,1430,10,SA,T,TF,G3,100000,NA,40.484429065743946,train,NA,NA
ESPINOZA V,1870,10,DMR,T,FM,AO,55000,NA,37.984111221449844,train,NA,NA
GUTIERREZ MARIO,1430,10,SA,T,FM,C,36000,40000,40.88050314465409,train,NA,NA
GUTIERREZ MARIO,1320,10,SA,D,SY,AO,60000,NA,38.77638948728996,train,NA,NA
BEJARANO R,1430,10,SA,T,FM,AO,60000,NA,39.261744966442954,train,NA,NA
GUTIERREZ MARIO,1430,10,SA,D,FT,AO,60000,NA,38.81369426751592,train,NA,NA
GAFFALIONE TYLER,1430,1,KEE,D,FT,S,70000,NA,38.16544885177453,train,NA,NA
JUAREZ NIK,1540,1,GP,D,FT,S,46000,NA,37.19886632026452,train,NA,NA
JUAREZ NIK,1320,1,GP,D,FT,S,46000,NA,37.113402061855666,train,NA,NA
Other,1540,2,GP,D,FT,N,75000,NA,37.90157622428108,train,NA,NA
PANICI LUCA,1540,2,GP,D,FT,AO,46000,NA,37.92895845875979,train,NA,NA
PANICI LUCA,1540,2,GP,D,FT,S,42000,NA,37.17691490617255,train,NA,NA
GEROUX FLORENT,1430,2,KEE,D,FT,S,60000,NA,37.86407766990291,train,NA,NA
SAEZ LUIS,1320,2,SAR,D,FT,S,83000,NA,37.77280358142137,train,NA,NA
KARAMANOS H A,1320,3,PIM,D,GD,N,200000,NA,38.37953091684435,train,NA,NA
KARAMANOS H A,1320,3,OP,D,FT,N,150000,NA,39.07946157186278,train,NA,NA
KARAMANOS H A,1320,3,LRL,D,FT,AO,42000,NA,39.028620988725066,train,NA,NA
PRADO E S,1760,3,GP,D,FT,N,100000,NA,35.601265822784804,train,NA,NA
ROSARIO JOEL,1320,3,GP,D,SY,N,75000,NA,37.85754346606843,train,NA,NA
STEVENS G L,1870,3,CD,D,MY,G3,150000,NA,35.88516746411483,train,NA,NA
ORTIZ IRAD JR,1430,3,SAR,D,FT,G2,200000,NA,37.918071039668135,train,NA,NA
PRADO E S,1320,3,CD,D,FT,G3,100000,NA,38.848920863309345,train,NA,NA
PRADO E S,990,3,PIM,D,FT,S,40000,NA,39.10776361529548,train,NA,NA
ROSARIO JOEL,1430,4,AQU,D,FT,N,100000,NA,38.2203057624461,train,NA,NA
ORTIZ JOSE L,1320,4,AQU,d,GD,N,150000,NA,37.65690376569037,train,NA,NA
ORTIZ JOSE L,1320,4,AQU,D,FT,N,100000,NA,38.18953323903819,train,NA,NA
ORTIZ JOSE L,1760,4,BEL,D,SY,N,250000,NA,35.82089552238806,train,NA,NA
CANCEL ERIC,1320,4,FL,D,GD,N,219613,NA,38.05496828752642,train,NA,NA
ORTIZ JOSE L,1430,4,SAR,D,MY,N,200000,NA,37.17117804041174,train,NA,NA
ORTIZ JOSE L,1320,4,SAR,D,FT,S,73000,NA,38.13559322033898,train,NA,NA
ROSARIO JOEL,1320,5,BEL,D,SY,S,75000,NA,37.69896676905891,train,NA,NA
ROSARIO JOEL,1320,5,AQU,D,GD,S,60000,NA,37.996059667886286,train,NA,NA
MARAGH RAJIV,1320,5,AQU,d,FT,S,60000,NA,36.90541279387644,train,NA,NA
VASQUEZ MIGUEL ANGEL,1320,5,GP,D,FT,N,200000,NA,38.30330543339481,train,NA,NA
REYES LEONEL,1100,5,GP,D,FT,S,40000,NA,38.10975609756097,train,NA,NA
GEROUX FLORENT,1430,6,CD,D,WF,AO,67000,NA,37.46637632893557,train,NA,NA
CONTRERAS LUIS,1320,6,OP,D,FT,S,80000,NA,38.58796627125911,train,NA,NA
CONTRERAS LUIS,1870,6,OP,D,FT,S,72000,NA,35.85825442954907,train,NA,NA
SANTANA RICARDO JR,1870,6,OP,D,FT,S,72000,NA,35.902008635254354,train,NA,NA
GEROUX FLORENT,1760,6,CD,D,FT,S,58000,NA,36.596523330283624,train,NA,NA
LANERIE C J,1760,7,CD,D,WF,G3,250000,NA,37.62935089369708,train,NA,NA
LANERIE C J,1980,7,KEE,D,FT,G2,1000000,NA,35.94568208041182,train,NA,NA
ALBARADO R J,1870,7,TAM,D,FT,G2,350000,NA,37.04959318093762,train,NA,NA
ALBARADO R J,1870,7,TAM,D,FT,G3,250000,NA,37.15034965034965,train,NA,NA
LANERIE C J,1870,7,CD,D,FT,G2,200000,NA,36.65899942495687,train,NA,NA
HERNANDEZ B J JR,1870,7,KEE,D,FT,G1,500000,NA,36.77884615384615,train,NA,NA
TORRES F C,1320,7,CD,D,FT,S,43000,NA,37.741123846798985,train,NA,NA
ROCCO J S JR,1210,7,ELP,D,FT,S,38000,NA,38.55740769590278,train,NA,NA
SMITH M E,1540,8,SA,D,FT,G3,100000,NA,38.40526700804681,train,NA,NA
GARCIA MARTIN,1980,8,SA,D,FT,G1,1000000,NA,35.88198812793479,train,NA,NA
SMITH M E,1870,8,OP,D,FT,G2,900000,NA,36.42163397448105,train,NA,NA
SMITH M E,1760,8,SA,D,SY,G3,100000,NA,37.53518923991242,train,NA,NA
CASTELLANO J J,1320,8,DMR,D,FT,S,52000,NA,38.36862299275259,train,NA,NA
LEZCANO JOSE,1320,9,CD,D,FT,N,100000,NA,38.18953323903819,train,NA,NA
ZAYAS EDGARD J,1540,9,TAM,D,FT,N,100000,NA,37.48215135649691,train,NA,NA
Other,1210,9,GPW,D,FT,S,34000,NA,38.35425383542538,train,NA,NA
FRANCO MANUEL,1540,10,AQU,D,FT,G3,250000,NA,37.43760399334443,train,NA,NA
FRANCO MANUEL,1320,10,AQU,d,FT,S,55000,NA,38.01210756018584,train,NA,NA
SANTANA RICARDO JR,1980,11,OP,D,FT,G1,1000000,NA,36.668175645088276,train,NA,NA
ORTIZ JOSE L,1870,11,OP,D,FT,G2,900000,NA,37.031658437409234,train,NA,NA
ORTIZ JOSE L,1870,11,OP,D,FT,G3,500000,NA,37.36811254396249,train,NA,NA
ORTIZ JOSE L,1760,11,OP,D,SY,N,150000,NA,37.07899886703059,train,NA,NA
ORTIZ IRAD JR,1320,11,AQU,D,FT,N,100000,NA,37.95333145909474,train,NA,NA
GILLIGAN JACK,1320,11,CD,D,FT,S,58000,NA,38.14098036445825,train,NA,NA
LOPEZ PASCACIO,1870,1,KEE,T,FM,G1,350000,NA,37.50735438321239,train,NA,NA
LOPEZ PASCACIO,1980,1,TAM,T,FM,G2,200000,NA,37.93911007025761,train,NA,NA
LOPEZ PASCACIO,1980,1,GP,T,FM,G3,150000,NA,38.43234010248624,train,NA,NA
VELAZQUEZ J R,1870,1,GP,T,FM,G3,150000,NA,38.33817780896061,train,NA,NA
VELAZQUEZ J R,1760,1,BEL,T,FM,AO,90000,NA,38.48209513629076,train,NA,NA
SILVERA RUBEN,1650,1,PRX,T,FM,AO,52000,NA,36.792761364875176,train,NA,NA
FRANCO MANUEL,1870,1,BEL,D,FT,AO,80000,NA,36.76470588235294,train,NA,NA
FRANCO MANUEL,1760,1,AQU,D,FT,AO,75000,NA,36.97996918335901,train,NA,NA
LEZCANO JOSE,1760,1,GP,D,FT,AO,46000,NA,35.405192761605036,train,NA,NA
CARMOUCHE K,1760,1,MTH,D,FT,AO,40000,NA,36.56678517013712,train,NA,NA
GEROUX FLORENT,1760,2,CD,T,TF,G2,300000,NA,36.91171947093202,train,NA,NA
GEROUX FLORENT,1760,2,DMR,T,FM,G1,300000,NA,37.82704633813176,train,NA,NA
CASTELLANO J J,1870,2,BEL,t,SF,G3,200000,NA,37.0639534883721,train,NA,NA
VELAZQUEZ J R,1760,2,BEL,T,TF,AO,90000,NA,37.570444583594245,train,NA,NA
VELAZQUEZ J R,1760,2,SAR,t,FM,N,100000,NA,37.41814780168382,train,NA,NA
VELAZQUEZ J R,1540,2,BEL,T,FM,AO,80000,NA,39.41934676511075,train,NA,NA
*MCDONOGH D P,1540,2,GOW,T,TF,A,15702,NA,35.702142128527704,train,NA,NA
*MCDONOGH D P,1870,2,KIL,T,SF,S,14060,NA,36.03051996985682,train,NA,NA
SMITH M E,1760,3,CD,T,TF,G2,300000,NA,36.43724696356276,train,NA,NA
SMITH M E,1760,3,SA,T,FM,G2,200000,NA,38.281582305401955,train,NA,NA
SMITH M E,1430,3,SA,T,FM,N,75000,NA,40.37824406405301,train,NA,NA
SMITH M E,1760,3,SA,T,TF,G3,100000,NA,37.67266638760987,train,NA,NA
SMITH M E,1760,3,DMR,T,FM,G1,300000,NA,37.543018041505896,train,NA,NA
SMITH M E,1760,3,SA,T,FM,G2,200000,NA,37.95466526093833,train,NA,NA
THERIOT H J II,1760,3,SA,T,FM,N,70000,NA,38.60175852455501,train,NA,NA
THERIOT H J II,1980,3,DMR,T,FM,G2,200000,NA,37.00319780721791,train,NA,NA
SMITH M E,1870,3,DMR,T,FM,N,75000,NA,37.88629160063392,train,NA,NA
GONZALEZ SANTIAGO,1870,3,DMR,T,FM,G2,200000,NA,36.95295140566128,train,NA,NA
ORTIZ JOSE L,1760,4,CD,T,TF,G2,300000,NA,36.283007458173756,train,NA,NA
ALVARADO JUNIOR,1760,4,SA,T,FM,G2,200000,NA,38.37134939245364,train,NA,NA
ALVARADO JUNIOR,1870,4,CD,T,TF,G2,200000,NA,36.42857142857143,train,NA,NA
ALVARADO JUNIOR,1980,4,KEE,T,FM,G1,500000,NA,36.73136223471794,train,NA,NA
ALVARADO JUNIOR,1980,4,DMR,T,FM,G1,300000,NA,37.255082329132556,train,NA,NA
ALVARADO JUNIOR,2200,4,BEL,t,FM,G1,1000000,NA,37.220843672456574,train,NA,NA
ALVARADO JUNIOR,1980,4,BEL,t,FM,N,200000,NA,37.65690376569037,train,NA,NA
ALVARADO JUNIOR,1870,4,CD,T,FM,G3,150000,NA,37.08551483420593,train,NA,NA
ALVARADO JUNIOR,1760,4,GP,T,FM,N,75000,NA,38.02281368821293,train,NA,NA
ALVARADO JUNIOR,1760,4,KEE,T,YL,G1,1000000,NA,36.11556982343499,train,NA,NA
ORTIZ JOSE L,1760,5,GP,T,FM,G2,300000,NA,37.81909864481564,train,NA,NA
ORTIZ JOSE L,1760,5,GP,T,FM,N,100000,NA,38.05899143672692,train,NA,NA
ROSARIO JOEL,1430,5,SA,T,FM,G1,1000000,NA,40.394973070017954,train,NA,NA
ALVARADO JUNIOR,1760,5,KEE,T,FM,G1,400000,NA,37.29410545944266,train,NA,NA
ALVARADO JUNIOR,1760,5,BEL,T,FM,G1,700000,NA,39.2841553906591,train,NA,NA
ALVARADO JUNIOR,1760,5,GP,T,TF,G2,300000,NA,37.464876678114265,train,NA,NA
LEZCANO JOSE,1760,5,GP,T,FM,N,100000,NA,38.61832224844454,train,NA,NA
LEZCANO JOSE,1870,5,GP,T,FM,N,75000,NA,37.00299893586147,train,NA,NA
BRIDGMOHAN S X,1870,5,CD,T,TF,G2,200000,NA,35.89527027027027,train,NA,NA
MARAGH RAJIV,1760,5,BEL,T,FM,N,100000,NA,38.22467615204926,train,NA,NA
HERNANDEZ B J JR,1870,6,CD,T,FM,AO,53000,NA,37.62911952779144,train,NA,NA
SAEZ LUIS,1980,6,SA,T,TF,G1,300000,NA,37.54519328821729,train,NA,NA
SAEZ LUIS,1870,6,AQU,T,TF,N,125000,NA,36.67657493527663,train,NA,NA
SAEZ LUIS,2200,6,BEL,t,TF,AO,77000,NA,36.425449247207375,train,NA,NA
SAEZ LUIS,1980,6,SAR,t,FM,S,83000,NA,38.243626062322946,train,NA,NA
SAEZ LUIS,1870,6,SAR,t,FM,S,83000,NA,37.41563141934852,train,NA,NA
SAEZ LUIS,1540,6,BEL,T,FM,S,75000,NA,38.85531022573085,train,NA,NA
CASTELLANO J J,1870,7,KEE,T,FM,A,74000,NA,37.49264850029407,train,NA,NA
*CHEMINAUD V,1750,7,DVL,T,TF,G3,89342,NA,34.08766264684749,train,NA,NA
*CHEMINAUD V,1750,7,DVL,T,TF,G1,508794,NA,36.4070937199497,train,NA,NA
*CHEMINAUD V,1750,7,LCP,T,TF,G1,336376,NA,37.02084449834992,train,NA,NA
*CHEMINAUD V,1750,7,CHY,T,TF,G3,89283,NA,35.66349959694585,train,NA,NA
*CHEMINAUD V,1640,7,DVL,T,TF,S,27299,NA,35.61844823259136,train,NA,NA
FRANKO-ANGELES GEOVANNI,1980,1,OP,D,FT,G2,750000,NA,37.36162361623616,train,NA,NA
FRANKO-ANGELES GEOVANNI,1760,1,OP,D,FT,AO,76000,NA,37.44539213646765,train,NA,NA
FRANKO-ANGELES GEOVANNI,1760,1,OP,D,FT,AO,76000,NA,36.411449377971074,train,NA,NA
FRANKO-ANGELES GEOVANNI,1870,1,OP,D,FT,N,125000,NA,36.842612213446344,train,NA,NA
FRANKO-ANGELES GEOVANNI,1870,1,ZIA,D,FT,N,200000,NA,36.71882499760007,train,NA,NA
FRANKO-ANGELES GEOVANNI,1650,1,RP,T,FM,A,36300,NA,37.7179257934734,train,NA,NA
Other,1980,1,RP,D,GD,G3,400000,NA,36.60189787618617,train,NA,NA
Other,2420,1,NP,D,FT,G3,150000,NA,35.48132750340478,train,NA,NA
Other,1980,1,ASD,D,SY,N,75000,NA,35.96802841918296,train,NA,NA
Other,1760,1,ASD,D,FT,N,25000,NA,35.946080878681975,train,NA,NA
SAEZ LUIS,1870,2,BEL,D,FT,A,80000,NA,37.56260434056761,train,NA,NA
SAEZ LUIS,1760,2,GP,D,FT,AO,49000,NA,37.32890916632103,train,NA,NA
VELAZQUEZ J R,1870,2,BEL,D,FT,N,150000,NA,38.059701492537314,train,NA,NA
VELAZQUEZ J R,1870,2,BEL,D,FT,A,80000,NA,37.459602389579864,train,NA,NA
ALVARADO JUNIOR,1870,2,AQU,d,FT,G3,400000,NA,35.617841512245086,train,NA,NA
CASTELLANO J J,1760,2,GP,D,FT,AO,44000,NA,36.794766966475876,train,NA,NA
CASTELLANO J J,1760,2,GP,D,FT,S,50000,NA,37.15937241948803,train,NA,NA
