jockey,raceDist,postPosition,track,surface,trackCondition,raceType,purse,claimPrice,adamSpeedInMPH,dataType,raceNum,raceDate
CINTRON ALEX,1760,9,IND,T,FM,N,200000,NA,37.862852334875896,train,NA,NA
CINTRON ALEX,1760,9,IND,T,FM,N,100000,NA,36.82487725040916,train,NA,NA
CINTRON ALEX,1870,9,PIM,T,FM,N,60000,NA,37.34986817693584,train,NA,NA
VELAZQUEZ J R,1870,9,PIM,T,TF,S,50000,NA,36.071293851376836,train,NA,NA
LEPAROUX JULIEN R,1870,9,KEE,T,FM,S,60000,NA,35.95262712660965,train,NA,NA
VELAZQUEZ J R,1980,9,GP,T,FM,S,50000,NA,36.92896872435489,train,NA,NA
FRANCO MANUEL,1760,9,BEL,D,MY,S,75000,NA,34.31185665268776,train,NA,NA
SAEZ LUIS,1320,9,SAR,D,FT,S,83000,NA,36.02882305844676,train,NA,NA
DECARLO C P,1760,10,LRL,T,YL,N,75000,NA,37.12105588781192,train,NA,NA
GEROUX FLORENT,1870,10,FG,T,FM,N,75000,NA,38.090021907986454,train,NA,NA
ALBARADO R J,1870,10,FG,T,SF,N,75000,NA,36.3904481019884,train,NA,NA
GEROUX FLORENT,1870,10,FG,T,FM,AO,42000,NA,37.61801730920535,train,NA,NA
MCCARTHY TREVOR,1870,10,LRL,T,FM,A,42000,NA,37.41197183098591,train,NA,NA
CRUZ M R,1760,10,TAM,T,FM,S,23000,NA,37.18240033051023,train,NA,NA
ROCCO J S JR,1870,10,CD,D,FT,S,55000,NA,36.13945578231292,train,NA,NA
ROCCO J S JR,1760,10,CD,D,FT,S,55000,NA,36.5296803652968,train,NA,NA
ROCCO J S JR,1540,10,KEE,D,FT,S,56000,NA,36.67481662591686,train,NA,NA
HAMILTON S D,1760,1,LRL,D,FT,AO,42000,NA,37.32503888024883,train,NA,NA
HAMILTON S D,1760,1,LRL,D,FT,S,40000,NA,37.00657894736842,train,NA,NA
HAMILTON S D,1320,1,LRL,D,FT,S,40000,NA,38.001407459535535,train,NA,NA
VALDIVIA J JR,1980,2,HAW,D,FT,G3,250000,NA,37.5,train,NA,NA
ORTIZ JOSE L,1980,2,SUN,D,FT,G3,800000,NA,37.050590064952885,train,NA,NA
CASTELLANO J J,1870,2,GP,D,FT,S,46000,NA,36.4459266317294,train,NA,NA
CASTELLANO J J,1320,2,GP,D,FT,S,42000,NA,37.359900373599004,train,NA,NA
HAMILTON S D,1870,3,LRL,D,FT,N,100000,NA,35.97629796839729,train,NA,NA
DAVIS KATIE,1760,3,LRL,D,FT,AO,42000,NA,36.68229060525779,train,NA,NA
HAMILTON S D,1540,3,LRL,D,FT,M,33000,35000,36.492122335495836,train,NA,NA
HAMILTON S D,1540,3,LRL,D,MY,M,27000,25000,35.987661373243455,train,NA,NA
HAMILTON S D,1320,3,LRL,D,FT,M,27000,25000,36.33427533306419,train,NA,NA
Other,1210,3,LRL,D,FT,M,27000,25000,36.163062536528344,train,NA,NA
ALBARADO R J,1980,4,KEE,D,FT,A,72000,NA,35.81851950119396,train,NA,NA
GRAHAM J,1830,4,FG,D,FT,AO,43000,NA,36.141564335056664,train,NA,NA
ALBARADO R J,1760,4,FG,D,FT,AO,43000,NA,36.17726861621947,train,NA,NA
ALBARADO R J,1830,4,FG,D,FT,AO,43000,NA,35.60526793666716,train,NA,NA
ALBARADO R J,1870,4,CD,D,FT,AO,60000,NA,36.60637381567614,train,NA,NA
HERNANDEZ B J JR,1870,4,KEE,D,GD,A,62000,NA,36.03391427225624,train,NA,NA
HERNANDEZ B J JR,1760,4,CD,D,MY,S,43000,NA,36.61141055629004,train,NA,NA
HERNANDEZ B J JR,1760,4,ELP,D,FT,S,38000,NA,36.93444136657433,train,NA,NA
HERNANDEZ B J JR,1320,4,ELP,D,FT,S,38000,NA,38.097925779596444,train,NA,NA
ALBARADO R J,1210,4,CD,D,SY,S,46500,NA,37.55690440060698,train,NA,NA
ORTIZ JOSE L,1870,5,CD,D,SY,AO,67000,NA,36.27655538694992,train,NA,NA
ORTIZ JOSE L,1540,5,KEE,D,FT,A,72000,NA,37.70648790998324,train,NA,NA
LYNCH F,1320,5,LRL,D,FT,S,40000,NA,37.3237489632292,train,NA,NA
ALBARADO R J,1540,6,KEE,D,FT,S,70000,NA,37.535748331744514,train,NA,NA
LOPEZ PASCACIO,1980,7,AQU,D,FT,G2,750000,NA,36,train,NA,NA
CARMOUCHE K,1870,7,AQU,d,FT,G3,300000,NA,35.315298679715625,train,NA,NA
CARMOUCHE K,1870,7,AQU,d,FT,G3,250000,NA,36.3904481019884,train,NA,NA
CARMOUCHE K,1830,7,AQU,d,MY,G3,150000,NA,34.65267374728585,train,NA,NA
CARMOUCHE K,1320,7,AQU,d,FT,S,60000,NA,36.925601750547045,train,NA,NA
ROSARIO JOEL,1320,7,AQU,D,FT,S,60000,NA,37.225975458430995,train,NA,NA
MONTANO JOSE,1540,8,CT,D,SY,N,85000,NA,36.32380073800738,train,NA,NA
KARAMANOS H A,1210,8,LRL,D,SY,AO,42000,NA,38.62962384891525,train,NA,NA
CARRASCO VICTOR R,1320,8,LRL,D,FT,AO,42000,40000,38.949798038084246,train,NA,NA
CARRASCO VICTOR R,1210,8,LRL,D,FT,AO,42000,45000,38.13559322033898,train,NA,NA
CARRASCO VICTOR R,1540,8,PRX,D,FT,R,42000,NA,36.0453141091658,train,NA,NA
KARAMANOS H A,1320,8,LRL,D,FT,C,30000,25000,37.006578947368425,train,NA,NA
GOMEZ KEVIN,1320,8,LRL,D,FT,M,22000,16000,36.976170912078885,train,NA,NA
PRADO E S,1870,9,KEE,D,FT,G3,200000,NA,36.228452358401206,train,NA,NA
PRADO E S,1540,9,GP,D,FT,S,56000,NA,38.48973607038123,train,NA,NA
PRADO E S,1540,9,GP,D,FT,S,46000,NA,37.08500117730163,train,NA,NA
GEROUX FLORENT,1870,10,KEE,D,FT,G3,200000,NA,33.68560105680317,train,NA,NA
GEROUX FLORENT,1830,10,FG,D,FT,AO,43000,NA,36.447729485704166,train,NA,NA
GEROUX FLORENT,1760,10,FG,D,FT,AO,43000,NA,36.13732182292712,train,NA,NA
GEROUX FLORENT,1760,10,CD,D,FT,AO,60000,NA,36.596523330283624,train,NA,NA
SANTANA RICARDO JR,1540,10,CD,D,FT,S,58000,NA,37.229641886301856,train,NA,NA
LEZCANO JOSE,1870,1,KEE,T,FM,A,76000,NA,37.426614481409,train,NA,NA
ORTIZ JOSE L,1980,1,GP,T,FM,AO,50000,NA,37.330629551110704,train,NA,NA
VELAZQUEZ J R,1650,1,GP,T,FM,N,100000,NA,37.288697381504804,train,NA,NA
ORTIZ JOSE L,1760,1,AQU,T,FM,AO,69000,NA,37.625418060200666,train,NA,NA
ORTIZ JOSE L,1870,1,BEL,T,FM,AO,80000,NA,37.614318025371226,train,NA,NA
ROSARIO JOEL,1870,1,SAR,T,FM,A,95000,NA,37.95019347157456,train,NA,NA
ROSARIO JOEL,1870,1,BEL,t,FM,A,77000,NA,38.20797123164519,train,NA,NA
ORTIZ JOSE L,1870,1,BEL,t,TF,A,77000,NA,36.32478632478633,train,NA,NA
VELAZQUEZ J R,1870,1,BEL,D,SY,A,104400,NA,36.03051996985682,train,NA,NA
VELAZQUEZ J R,1760,1,SAR,t,FM,A,85000,NA,37.4726761736234,train,NA,NA
LEPAROUX JULIEN R,1980,2,TAM,T,FM,N,100000,NA,37.49305684132569,train,NA,NA
LEPAROUX JULIEN R,2640,2,WO,T,FM,G1,1000000,NA,35.674175860474335,train,NA,NA
LEPAROUX JULIEN R,2640,2,WO,T,TF,G1,300000,NA,35.566093657379966,train,NA,NA
GEROUX FLORENT,2200,2,AP,T,FM,G1,1000000,NA,36.83391994761398,train,NA,NA
GEROUX FLORENT,2420,2,MTH,T,TF,G1,300000,NA,36.759245507203325,train,NA,NA
LEPAROUX JULIEN R,2200,2,BEL,t,FM,G1,1000000,NA,37.73584905660377,train,NA,NA
LEPAROUX JULIEN R,1980,2,CD,T,FM,G1,500000,NA,37.70598640722466,train,NA,NA
LEPAROUX JULIEN R,1980,2,FG,T,FM,G2,300000,NA,37.506945730690866,train,NA,NA
LEPAROUX JULIEN R,1980,2,GP,T,FM,AO,48000,NA,38.578776909887594,train,NA,NA
ROSARIO JOEL,1980,2,BEL,t,SF,G3,500000,NA,35.98081023454158,train,NA,NA
HAMILTON S D,1760,3,LRL,T,YL,N,75000,NA,37.22854188210962,train,NA,NA
CARRASCO VICTOR R,1870,3,LRL,T,FM,AO,47000,NA,37.94266441821247,train,NA,NA
CENTENO D E,1760,3,LRL,T,FM,G2,200000,NA,38.50267379679145,train,NA,NA
CARRASCO VICTOR R,1870,3,LRL,T,FM,AO,45000,NA,37.927615270203276,train,NA,NA
CARRASCO VICTOR R,1870,3,PIM,T,FM,C,32000,35000,37.13592233009709,train,NA,NA
CARRASCO VICTOR R,1870,3,PIM,D,FT,AO,55000,NA,36.1531190926276,train,NA,NA
CARRASCO VICTOR R,1870,3,LRL,D,FT,AO,47000,NA,36.23874940786358,train,NA,NA
CARRASCO VICTOR R,1760,3,LRL,D,FT,AO,45000,NA,36.813580120666735,train,NA,NA
CARRASCO VICTOR R,1870,3,LRL,D,FT,AO,45000,NA,35.94249201277955,train,NA,NA
CARRASCO VICTOR R,1760,3,LRL,D,FT,A,42000,NA,37.151702786377705,train,NA,NA
ROSARIO JOEL,1870,4,KEE,T,FM,A,78000,NA,37.48529988239906,train,NA,NA
ROSARIO JOEL,1760,4,GP,T,FM,G3,150000,NA,38.718003871800384,train,NA,NA
*CHEMINAUD V,1531,4,LCP,T,TF,G3,89200,NA,39.03753314748079,train,NA,NA
*CHEMINAUD V,1750,4,DVL,T,TF,N,60362,NA,36.055050912021095,train,NA,NA
*CHEMINAUD V,1422,4,CHY,D,FT,A,40820,NA,37.54532546322917,train,NA,NA
*CHEMINAUD V,1422,4,MLF,T,TF,N,61947,NA,36.8135218787035,train,NA,NA
*CHEMINAUD V,1422,4,CHY,D,FT,A,32320,NA,37.569573283859,train,NA,NA
*CHEMINAUD V,1312,4,CHY,T,SF,G3,84843,NA,38.48059024428397,train,NA,NA
*GUYON M,1422,4,CHY,D,FT,N,57905,NA,37.59385244456977,train,NA,NA
*GUYON M,1422,4,CHY,D,FT,A,36178,NA,37.72061164098513,train,NA,NA
CASTANON J L,1760,5,CD,T,TF,N,65000,NA,37.10192723899824,train,NA,NA
GRAHAM J,1980,5,FG,T,TF,G2,300000,NA,37.244804119919074,train,NA,NA
GUTIERREZ MARIO,1980,5,FG,T,FM,G3,125000,NA,37.13552173115716,train,NA,NA
ALBARADO R J,1870,5,FG,T,SF,G3,125000,NA,36.53644092081384,train,NA,NA
ALBARADO R J,1760,5,FG,T,FM,N,75000,NA,37.50781412794332,train,NA,NA
ALBARADO R J,1870,5,CD,T,FM,G3,100000,NA,36.78945849764355,train,NA,NA
ALBARADO R J,1980,5,CD,D,WF,N,100000,NA,36.74135897668512,train,NA,NA
MOJICA O,1760,5,CBY,T,TF,N,200000,NA,36.10470364055762,train,NA,NA
ALBARADO R J,2200,5,AP,T,FM,G1,450000,NA,36.83391994761398,train,NA,NA
ALBARADO R J,1980,5,AP,T,FM,G3,125000,NA,37.203747933125115,train,NA,NA
CINTRON ALEX,1760,6,LRL,T,YL,N,75000,NA,37.08663850829299,train,NA,NA
PEREZ XAVIER,1980,6,LRL,D,FT,N,100000,NA,35.90425531914893,train,NA,NA
PEREZ XAVIER,1980,6,LRL,D,FT,N,151500,NA,35.739498764560544,train,NA,NA
PIMENTEL J,1980,6,LRL,T,FM,G2,250000,NA,37.17642739122452,train,NA,NA
PIMENTEL J,1980,6,LRL,T,FM,N,60000,NA,36.99305809280234,train,NA,NA
PEREZ XAVIER,2640,6,DEL,T,FM,N,50000,NA,34.88822845328854,train,NA,NA
PEREZ XAVIER,1870,6,PIM,T,FM,G2,300000,NA,37.614318025371226,train,NA,NA
PEREZ XAVIER,1760,6,PIM,T,FM,N,100000,NA,37.464876678114265,train,NA,NA
PEREZ XAVIER,1760,6,LRL,D,FT,AO,50000,NA,37.4025974025974,train,NA,NA
ROSARIO JOEL,1760,7,KEE,T,FM,G1,300000,NA,37.89872618170334,train,NA,NA
ORTIZ JOSE L,1760,7,AQU,T,TF,N,150000,NA,37.20161206985636,train,NA,NA
BRAVO J,1980,7,BEL,t,YL,G3,200000,NA,36.46349149185198,train,NA,NA
MCCARTHY TREVOR,1760,7,LRL,T,FM,G2,200000,NA,38.5315209247565,train,NA,NA
BRAVO J,1870,7,MTH,T,YL,G3,150000,NA,36.20787580461946,train,NA,NA
ALVARADO JUNIOR,1760,7,BEL,T,FM,AO,90000,NA,38.68887694787748,train,NA,NA
ORTIZ IRAD JR,1870,7,BEL,T,FM,AO,85000,NA,38.395904436860064,train,NA,NA
SAEZ GABRIEL,1980,7,BEL,t,YL,G3,150000,NA,36.26432664756447,train,NA,NA
ALVARADO JUNIOR,1870,7,BEL,t,TF,AO,102000,NA,37.08551483420593,train,NA,NA
ORTIZ IRAD JR,1870,7,BEL,t,FM,AO,85000,NA,37.573673870333984,train,NA,NA
ORTIZ IRAD JR,1760,8,AQU,T,YL,N,100000,NA,37.36377789309809,train,NA,NA
ORTIZ JOSE L,1870,8,TAM,T,FM,G3,150000,NA,37.8413138108429,train,NA,NA
CASTELLANO J J,1870,8,AQU,T,TF,N,125000,NA,36.51551312649164,train,NA,NA
CASTELLANO J J,1760,8,BEL,T,SF,N,100000,NA,36.83241252302026,train,NA,NA
CASTELLANO J J,1980,8,SAR,D,FT,AO,85000,NA,36.572150984287525,train,NA,NA
ORTIZ IRAD JR,1760,8,SAR,t,FM,AO,85000,NA,37.49609415685865,train,NA,NA
LEPAROUX JULIEN R,1870,8,KEE,T,TF,G3,100000,NA,36.97080997486952,train,NA,NA
ORTIZ IRAD JR,1760,8,BEL,T,FM,S,75000,NA,38.12751535691591,train,NA,NA
ROSARIO JOEL,1760,9,BEL,T,FM,AO,90000,NA,38.86849492550205,train,NA,NA
LANERIE C J,1870,9,KEE,T,FM,A,76000,NA,37.38637474342684,train,NA,NA
BRAVO J,1870,9,GP,T,FM,AO,50000,NA,37.37541528239202,train,NA,NA
BRAVO J,1870,9,GP,T,FM,AO,50000,NA,37.96902918403812,train,NA,NA
HERNANDEZ RAFAEL MANUEL,1870,9,WO,D,FT,A,74500,NA,37.020905923344955,train,NA,NA
LEPAROUX JULIEN R,1870,9,SAR,T,FM,N,100000,NA,37.75540420491561,train,NA,NA
LEPAROUX JULIEN R,1870,9,IND,T,FM,N,100000,NA,37.90506391834308,train,NA,NA
BRAVO J,1870,9,CD,T,FM,G2,200000,NA,37.68472906403941,train,NA,NA
LEZCANO JOSE,1870,9,PIM,T,TF,G2,250000,NA,36.38352515932655,train,NA,NA
BRAVO J,1760,9,KEE,T,FM,G1,300000,NA,37.78337531486145,train,NA,NA
BEJARANO R,1760,10,SA,T,FM,G1,400000,NA,38.23685608072225,train,NA,NA
BEJARANO R,1760,10,SA,T,TF,G2,200000,NA,38.03486529318541,train,NA,NA
VAN DYKE DRAYDEN,1980,10,SA,D,SY,G3,200000,NA,36.641635754998646,train,NA,NA
VAN DYKE DRAYDEN,1870,10,DMR,T,FM,G2,200000,NA,37.393684622152705,train,NA,NA
VELAZQUEZ J R,1760,10,SA,T,FM,G1,2000000,NA,39.03285265098124,train,NA,NA
ALVARADO JUNIOR,1760,10,KEE,T,FM,G1,1000000,NA,36.97237342097156,train,NA,NA
VELAZQUEZ J R,1870,10,SAR,T,FM,G2,250000,NA,38.9154542679825,train,NA,NA
VELAZQUEZ J R,1760,10,SAR,t,FM,G1,500000,NA,37.91868548556984,train,NA,NA
VELAZQUEZ J R,1870,10,PIM,T,TF,G2,250000,NA,36.49809160305343,train,NA,NA
VAN DYKE DRAYDEN,1760,10,SA,T,FM,G1,400000,NA,38.718003871800384,train,NA,NA
GRAHAM J,1980,1,HAW,D,FT,G3,250000,NA,37.506945730690866,train,NA,NA
HERNANDEZ B J JR,1830,1,FG,D,FT,S,41000,NA,36.575941158704495,train,NA,NA
HERNANDEZ B J JR,1830,1,FG,D,FT,S,41000,NA,36.12063898660444,train,NA,NA
HERNANDEZ B J JR,1830,1,FG,D,MY,S,41000,NA,35.477033628867574,train,NA,NA
ORTIZ IRAD JR,1980,2,AQU,D,FT,G2,750000,NA,36.17040278646066,train,NA,NA
FRANCO MANUEL,1870,2,AQU,d,FT,G3,300000,NA,35.79114812388884,train,NA,NA
FRANCO MANUEL,1320,2,AQU,d,FT,S,60000,NA,37.862852334875896,train,NA,NA
GEROUX FLORENT,2200,3,CD,D,WF,G1,2000000,NA,35.59563360227812,train,NA,NA
JUAREZ A J JR,1980,3,SUN,D,FT,G3,800000,NA,37.46530989824237,train,NA,NA
VAZQUEZ R A,1870,3,OP,D,FT,G3,500000,NA,36.86036426712923,train,NA,NA
VAZQUEZ R A,1870,3,OP,D,SY,S,72000,NA,36.51551312649164,train,NA,NA
SANTANA RICARDO JR,1760,3,CD,D,FT,S,58000,NA,37.29410545944266,train,NA,NA
SANTANA RICARDO JR,1870,3,KEE,D,FT,S,60000,NA,36.2937660119556,train,NA,NA
FRANCO MANUEL,1320,3,SAR,D,FT,S,93000,NA,37.494792389945836,train,NA,NA
VELAZQUEZ J R,2200,4,CD,D,WF,G1,2000000,NA,36.41071284084473,train,NA,NA
VELAZQUEZ J R,1980,4,GP,D,FT,G1,1000000,NA,37.68493533078998,train,NA,NA
VELAZQUEZ J R,1980,4,GP,D,FT,AO,48000,NA,35.70169252468265,train,NA,NA
VELAZQUEZ J R,1800,4,TAM,D,FT,S,22500,NA,36.620431488145826,train,NA,NA
BRAVO J,1320,4,SAR,D,FT,S,83000,NA,38.62108425118009,train,NA,NA
ORTIZ IRAD JR,1210,4,BEL,D,FT,S,75000,NA,38.277141973399324,train,NA,NA
LEPAROUX JULIEN R,2200,5,CD,D,WF,G1,2000000,NA,36.02593867584661,train,NA,NA
LEPAROUX JULIEN R,1980,5,OP,D,FT,G1,1000000,NA,37.17984026438997,train,NA,NA
LEPAROUX JULIEN R,1870,5,GP,D,FT,G2,350000,NA,36.842612213446344,train,NA,NA
LEPAROUX JULIEN R,1870,5,SA,D,FT,G1,2000000,NA,37.280701754385966,train,NA,NA
LEPAROUX JULIEN R,1870,5,KEE,D,FT,G1,500000,NA,36.98868581375109,train,NA,NA
LEPAROUX JULIEN R,1320,5,CD,D,FT,G3,100000,NA,38.91050583657587,train,NA,NA
LEPAROUX JULIEN R,990,5,CD,D,SY,S,44000,NA,38.43963553530752,train,NA,NA
CASTELLANO J J,2200,6,CD,D,WF,G1,2000000,NA,35.82517315500358,train,NA,NA
CASTELLANO J J,1980,6,GP,D,FT,G1,1000000,NA,37.35473159933591,train,NA,NA
CASTELLANO J J,1870,6,GP,D,FT,G2,400000,NA,36.690647482014384,train,NA,NA
CASTELLANO J J,1870,6,GP,D,FT,G2,350000,NA,37.11070146502377,train,NA,NA
CASTELLANO J J,1870,6,DED,D,FT,G3,1000000,NA,36.37660485021397,train,NA,NA
RIOS JESUS M,1870,6,KEE,D,FT,G1,500000,NA,36.62039253231212,train,NA,NA
CASTELLANO J J,1430,6,SAR,D,FT,G2,200000,NA,37.98701298701299,train,NA,NA
RIOS JESUS M,1210,6,GP,D,FT,S,55000,NA,37.50568267919382,train,NA,NA
RIOS JESUS M,1210,6,GP,D,FT,N,75000,NA,37.82090464547677,train,NA,NA
RIOS JESUS M,1100,6,GP,D,SY,S,55000,NA,38.10975609756097,train,NA,NA
BAZE T C,1980,7,SA,D,FT,G1,1000000,NA,36.12845673505798,train,NA,NA
BAZE T C,1870,7,SA,D,FT,G2,400000,NA,36.94581280788177,train,NA,NA
BAZE T C,1870,7,SA,D,FT,G3,150000,NA,36.64846220178212,train,NA,NA
TALAMO JOSEPH,1760,7,SA,D,SY,G3,100000,NA,36.548223350253814,train,NA,NA
TALAMO JOSEPH,1760,7,DMR,D,GD,G3,100000,NA,35.401711082702334,train,NA,NA
TALAMO JOSEPH,1870,7,SA,D,FT,G1,2000000,NA,36.25592417061612,train,NA,NA
TALAMO JOSEPH,1760,7,SA,D,FT,S,52000,NA,36.37098403717923,train,NA,NA
TALAMO JOSEPH,1760,7,DMR,D,FT,S,60000,NA,36.596523330283624,train,NA,NA
TALAMO JOSEPH,1320,7,DMR,D,FT,S,63000,NA,37.92667509481669,train,NA,NA
LANERIE C J,2200,9,CD,D,WF,G1,2000000,NA,36.29032258064516,train,NA,NA
CONTRERAS LUIS,1980,9,OP,D,FT,G1,1000000,NA,37.10490151168117,train,NA,NA
SANTANA RICARDO JR,1870,9,OP,D,FT,G2,900000,NA,36.924413553431805,train,NA,NA
SANTANA RICARDO JR,1870,9,OP,D,FT,G3,500000,NA,36.924413553431805,train,NA,NA
SANTANA RICARDO JR,1870,9,SA,D,FT,G1,2000000,NA,36.64144075102979,train,NA,NA
SANTANA RICARDO JR,1870,9,KEE,D,FT,G1,500000,NA,36.83196918632644,train,NA,NA
SANTANA RICARDO JR,1870,9,CD,D,MY,G3,150000,NA,35.89863913655561,train,NA,NA
JIMENEZ ALBIN,1540,9,ELP,D,FT,N,75000,NA,37.796976241900644,train,NA,NA
MENA M,1320,9,ELP,D,FT,S,38000,NA,38.48895224518888,train,NA,NA
BRIDGMOHAN S X,1100,9,CD,D,FT,S,46500,NA,38.60010293360782,train,NA,NA
CARRENO J,1980,10,OP,D,FT,G1,1000000,NA,37.15596330275229,train,NA,NA
CARRENO J,1980,10,SUN,D,FT,G3,800000,NA,37.275655775425676,train,NA,NA
CARRENO J,1870,10,SUN,D,FT,N,100000,NA,37.09270752521334,train,NA,NA
CARRENO J,1760,10,SUN,D,FT,N,100000,NA,37.336652146857496,train,NA,NA
CARRENO J,1760,10,SUN,D,FT,S,21500,NA,36.27935100272096,train,NA,NA
Other,1320,1,PEN,D,GD,R,17100,NA,37.72003352891869,train,NA,NA
GLASER LAURALEA,1320,1,LRL,D,FT,A,42000,NA,37.94266441821247,train,NA,NA
GLASER LAURALEA,1210,1,LRL,D,FT,C,15000,5000,38.671875,train,NA,NA
Other,1210,1,LRL,D,FT,C,15000,5000,37.72865853658537,train,NA,NA
Other,1540,1,LRL,D,FT,A,40000,NA,35.23884103367267,train,NA,NA
Other,1320,1,PIM,D,FT,A,42000,NA,36.42250101173614,train,NA,NA
Other,1320,1,PIM,D,FT,A,42000,NA,37.55737932953123,train,NA,NA
Other,1320,1,PIM,D,FT,C,15000,5000,37.809830555944544,train,NA,NA
Other,1210,1,LRL,D,SY,R,25000,NA,36.22127908678472,train,NA,NA
Other,1210,1,LRL,D,FT,C,17000,7500,37.26848366209908,train,NA,NA
TORRES JOMAR,1320,2,LRL,D,FT,C,15000,5000,37.70423125261835,train,NA,NA
QUINONES CARLOS,1320,2,LRL,D,FT,C,15000,5000,37.73057574063722,train,NA,NA
CARROW ANNA,1320,2,LRL,D,FT,C,15000,4500,37.04211826039237,train,NA,NA
CARROW ANNA,1320,2,LRL,D,FT,C,15000,5000,37.69370375540975,train,NA,NA
CARROW ANNA,1540,2,LRL,D,FT,C,15000,5000,36.77758318739054,train,NA,NA
CARROW ANNA,1540,2,LRL,D,FT,C,15000,5000,36.81196681079818,train,NA,NA
Other,1870,2,LRL,T,FM,C,23000,15000,36.51202749140893,train,NA,NA
Other,1540,2,LRL,D,FT,R,25000,NA,35.787321063394685,train,NA,NA
TOLEDO JEVIAN,1760,2,LRL,D,FT,C,15000,5000,35.89590188453485,train,NA,NA
Other,1760,2,LRL,D,FT,AO,45000,28000,35.6753542760876,train,NA,NA
HAMILTON S D,1320,3,LRL,D,GD,C,15000,5000,37.974683544303794,train,NA,NA
LYNCH F,1320,3,LRL,D,FT,C,15000,5000,37.50520905681345,train,NA,NA
LYNCH F,1320,3,LRL,D,FT,C,15000,5000,38.39590443686007,train,NA,NA
LYNCH F,1210,3,LRL,D,FT,C,15000,5000,37.78625954198473,train,NA,NA
RODRIGUEZ ANGEL,1210,3,PEN,D,GD,C,12400,5000,37.78625954198473,train,NA,NA
PIMENTEL J,1210,3,LRL,D,SY,C,20000,10000,36.33827631772133,train,NA,NA
RODRIGUEZ ANGEL,1100,3,PEN,D,SY,C,20000,15000,37.94266441821247,train,NA,NA
Other,1320,3,PRX,D,FT,C,23000,10000,37.0522848909016,train,NA,NA
CHIAPPE R,1320,3,LRL,D,FT,C,19000,10000,37.74640011184118,train,NA,NA
ARCE JOSUE',1320,3,PRX,D,SY,C,45000,20000,37.3237489632292,train,NA,NA
CINTRON ALEX,1320,4,LRL,D,FT,AO,42000,20000,38.028169014084504,train,NA,NA
TOLEDO JEVIAN,1320,4,PEN,D,GD,R,17100,NA,37.58351893095769,train,NA,NA
CARRASCO CARLOS,1320,4,LRL,D,FT,R,25000,NA,36.452004860267316,train,NA,NA
CARRASCO VICTOR R,1210,4,PEN,D,FT,R,17100,NA,38.54539791309765,train,NA,NA
CINTRON ALEX,1320,4,LRL,D,FT,AO,45000,NA,38.37953091684435,train,NA,NA
CARRASCO VICTOR R,1320,4,PEN,D,FT,R,17100,NA,37.7253038982814,train,NA,NA
VARGAS JORGE A JR,1430,4,PRX,D,SY,R,33000,NA,37.17117804041174,train,NA,NA
CARRASCO VICTOR R,1320,4,LRL,D,SY,R,25000,NA,37.66741071428571,train,NA,NA
CARRASCO VICTOR R,1210,4,LRL,D,FT,R,25000,NA,38.37804310745852,train,NA,NA
TOLEDO JEVIAN,1540,4,LRL,D,FT,R,25000,NA,36.850725315863365,train,NA,NA
HO WESLEY,1210,5,LRL,D,SY,A,42000,NA,37.58542141230068,train,NA,NA
HO WESLEY,1210,5,LRL,D,FT,CO,30000,NA,38.265306122448976,train,NA,NA
HO WESLEY,1320,5,LRL,D,FT,CO,28750,NA,37.7992440151197,train,NA,NA
HO WESLEY,1320,5,LRL,D,FT,C,18000,10000,37.47917823431427,train,NA,NA
DAVIS KATIE,1320,5,LRL,D,SY,C,15000,5000,37.12360786470507,train,NA,NA
Other,1210,5,PRX,D,SY,C,20000,7500,36.59077468953282,train,NA,NA
AMISS D,1320,5,LRL,D,FT,C,15000,5000,36.99643738010413,train,NA,NA
AMISS D,1320,5,LRL,D,FT,M,18000,10000,36.96098562628337,train,NA,NA
AMISS D,1210,5,LRL,D,SY,M,18000,10000,36.715620827770366,train,NA,NA
GONZALEZ SANTIAGO,1760,5,DMR,D,FT,M,28000,40000,36.10108303249097,train,NA,NA
Other,1430,6,CT,D,MY,C,10000,4500,36.535098675993005,train,NA,NA
RODRIGUEZ LUIS J,1870,6,CT,D,FT,C,10000,5000,34.63419051068453,train,NA,NA
LARROSA G,1540,6,CT,D,FT,C,10000,5000,34.67635402906209,train,NA,NA
LARROSA G,1870,6,CT,D,FT,C,10000,5000,34.90281960032849,train,NA,NA
LARROSA G,1430,6,CT,D,FT,C,15500,10000,35.67508232711307,train,NA,NA
LARROSA G,1430,6,CT,D,FT,A,24500,NA,36.031042128603104,train,NA,NA
Other,1540,6,CT,D,FT,A,24500,NA,36.551404038059864,train,NA,NA
LARROSA G,1430,6,CT,D,FT,A,24500,NA,36.19601534463556,train,NA,NA
LARROSA G,1870,6,CT,D,FT,A,24500,NA,35.23721787194841,train,NA,NA
LARROSA G,1430,6,CT,D,SY,A,24500,NA,36.39870582379294,train,NA,NA
MCCARTHY TREVOR,1210,7,LRL,T,FM,C,30000,16000,39.720751083293216,train,NA,NA
CASTRENZE ASHLEY,1320,7,LRL,D,FT,A,35000,NA,37.91602303047325,train,NA,NA
MCCARTHY TREVOR,1320,7,LRL,D,MY,C,21000,11000,37.8522360857984,train,NA,NA
HAMILTON S D,1320,7,LRL,D,FT,A,35000,NA,37.91602303047325,train,NA,NA
