horseName,raceDate,raceNum,horseAgeInDays,jockey,trainer,weight,raceDist,postPosition,track,surface,trackCondition,raceType,purse,finishPosition,adamSpeedInMPH,dataType,adamSpeedInMPHLag1,jockeyLag1,oddsLag1,weightLag1,raceDistLag1,surfaceLag1,purseLag1,raceTypeLag1,trackConditionLag1,finishPositionLag1
FLASH ATTACK,2017-05-29T00:00:00Z,NA,1110,GEROUX FLORENT,ASMUSSEN STEVEN M,118,1540,5,CD,D,FT,A,51000,8,37.26046841731724,train,33.13086692435118,QUINONEZ ALONSO,300,116,1760,D,41000,A,FT,300
FLASH ATTACK,2017-04-13T00:00:00Z,NA,1064,ERAMIA RICHARD E,ASMUSSEN STEVEN M,116,1320,2,OP,D,FT,AO,82000,4,38.17873303167421,train,37.26046841731724,GEROUX FLORENT,300,118,1540,D,51000,A,FT,300
FLASH ATTACK,2017-03-26T00:00:00Z,NA,1046,CONTRERAS LUIS,ASMUSSEN STEVEN M,115,1320,1,OP,D,FT,AO,82000,5,37.99071338117349,train,38.17873303167421,ERAMIA RICHARD E,300,116,1320,D,82000,AO,FT,300
FLASH ATTACK,2016-11-09T00:00:00Z,NA,909,ERAMIA RICHARD E,ASMUSSEN STEVEN M,120,1320,9,RP,D,FT,S,33000,1,37.92134831460673,train,37.99071338117349,CONTRERAS LUIS,300,115,1320,D,82000,AO,FT,300
FLAT TOP BOX,2023-07-15T00:00:00Z,NA,1246,ORTIZ JOSE L,ABREU JORGE R,119,1210,3,SAR,T,FM,S,136500,12,36.66666666666667,train,0,Other,300,0,3000,Other,0,Other,Other,300
FLAT TOP BOX,2023-06-17T00:00:00Z,NA,1218,ORTIZ JOSE L,ABREU JORGE R,118,1320,6,BEL,T,FM,S,90000,3,39.0625,train,36.66666666666667,ORTIZ JOSE L,300,119,1210,T,136500,S,FM,300
FLAT TOP BOX,2023-05-05T00:00:00Z,NA,1175,DAVIS KATIE,ABREU JORGE R,118,1320,4,BEL,D,FT,S,90000,5,36.85503685503685,train,39.0625,ORTIZ JOSE L,300,118,1320,T,90000,S,FM,300
FLUFFY SOCKS,2023-07-15T00:00:00Z,NA,1948,ROSARIO JOEL,BROWN CHAD C,120,1980,4,SAR,T,FM,G1,500000,5,37.07093821510298,train,0,Other,300,0,3000,Other,0,Other,Other,300
FLUFFY SOCKS,2023-05-06T00:00:00Z,NA,1878,ORTIZ IRAD JR,BROWN CHAD C,118,1760,6,CD,T,FM,G2,500000,1,37.68449701664398,train,37.07093821510298,ROSARIO JOEL,300,120,1980,T,500000,G1,FM,300
FLUFFY SOCKS,2022-10-08T00:00:00Z,NA,1668,BRAVO J,BROWN CHAD C,124,2200,2,SA,T,FM,G1,300000,4,37.57201302496451,train,37.68449701664398,ORTIZ IRAD JR,300,118,1760,T,500000,G2,FM,300
FLUFFY SOCKS,2022-08-27T00:00:00Z,NA,1626,ORTIZ IRAD JR,BROWN CHAD C,122,1870,4,SAR,T,TF,G2,400000,2,37.14674176944741,train,37.57201302496451,BRAVO J,300,124,2200,T,300000,G1,FM,300
FLUFFY SOCKS,2022-07-23T00:00:00Z,NA,1591,FRANCO MANUEL,BROWN CHAD C,118,1980,5,MTH,T,FM,G3,201000,2,37.801008026880716,train,37.14674176944741,ORTIZ IRAD JR,300,122,1870,T,400000,G2,TF,300
FLUFFY SOCKS,2022-06-18T00:00:00Z,NA,1556,FRANCO MANUEL,BROWN CHAD C,118,1870,7,MTH,T,FM,G3,152500,4,37.17562445329964,train,37.801008026880716,FRANCO MANUEL,300,118,1980,T,201000,G3,FM,300
FLUFFY SOCKS,2022-05-06T00:00:00Z,NA,1513,ORTIZ IRAD JR,BROWN CHAD C,120,1980,1,CD,T,FM,G3,250000,2,36.761368793682486,train,37.17562445329964,FRANCO MANUEL,300,118,1870,T,152500,G3,FM,300
FLUFFY SOCKS,2022-04-14T00:00:00Z,NA,1491,ROSARIO JOEL,BROWN CHAD C,118,1870,7,KEE,T,TF,A,140000,2,36.644951140065146,train,36.761368793682486,ORTIZ IRAD JR,300,120,1980,T,250000,G3,FM,300
FLUFFY SOCKS,2021-12-26T00:00:00Z,NA,1382,SMITH M E,BROWN CHAD C,124,2200,1,SA,D,FT,G1,300000,3,35.8194698718459,train,36.644951140065146,ROSARIO JOEL,300,118,1870,T,140000,A,TF,300
FLUFFY SOCKS,2021-10-16T00:00:00Z,NA,1311,ROSARIO JOEL,BROWN CHAD C,118,1980,6,BEL,t,FM,G2,200000,1,37.33407079646018,train,35.8194698718459,SMITH M E,300,124,2200,D,300000,G1,FT,300
FLUID SITUATION,2023-07-28T00:00:00Z,NA,1565,CASTELLANO J J,TERRANOVA JOHN P II,124,1210,2,SAR,T,FM,AO,156000,3,39.88076055430229,train,0,Other,300,0,3000,Other,0,Other,Other,300
FLUID SITUATION,2023-05-04T00:00:00Z,NA,1480,VARGAS JORGE A JR,TERRANOVA JOHN P II,123,1320,6,BEL,T,TF,AO,100000,9,37.200330669605954,train,39.88076055430229,CASTELLANO J J,300,124,1210,T,156000,AO,FM,300
FLUID SITUATION,2023-02-18T00:00:00Z,NA,1405,CAMACHO SAMY,TERRANOVA JOHN P II,118,1100,2,TAM,T,FM,N,100000,3,40.5770964833183,train,37.200330669605954,VARGAS JORGE A JR,300,123,1320,T,100000,AO,TF,300
FLUID SITUATION,2023-01-20T00:00:00Z,NA,1376,CAMACHO SAMY,TERRANOVA JOHN P II,119,1100,7,TAM,T,FM,AO,28000,1,40.44580262448319,train,40.5770964833183,CAMACHO SAMY,300,118,1100,T,100000,N,FM,300
FLUID SITUATION,2022-12-17T00:00:00Z,NA,1342,CAMACHO SAMY,TERRANOVA JOHN P II,118,1540,5,TAM,D,FT,AO,28000,3,37.933526011560694,train,40.44580262448319,CAMACHO SAMY,300,119,1100,T,28000,AO,FM,300
FLUID SITUATION,2022-10-16T00:00:00Z,NA,1280,CASTELLANO J J,TERRANOVA JOHN P II,120,1320,6,BAQ,t,TF,A,105000,1,37.91602303047325,train,37.933526011560694,CAMACHO SAMY,300,118,1540,D,28000,AO,FT,300
FLUID SITUATION,2022-08-28T00:00:00Z,NA,1231,CASTELLANO J J,TERRANOVA JOHN P II,118,1760,2,SAR,t,FM,N,135000,6,36.19181662812908,train,37.91602303047325,CASTELLANO J J,300,120,1320,t,105000,A,TF,300
FLUID SITUATION,2022-08-06T00:00:00Z,NA,1209,CASTELLANO J J,TERRANOVA JOHN P II,120,1540,4,SAR,D,GD,A,115000,9,35.8198771889925,train,36.19181662812908,CASTELLANO J J,300,118,1760,t,135000,N,FM,300
FLUID SITUATION,2022-07-02T00:00:00Z,NA,1174,CASTELLANO J J,TERRANOVA JOHN P II,118,1760,3,BEL,D,FT,G3,250000,3,36.57049979683055,train,35.8198771889925,CASTELLANO J J,300,120,1540,D,115000,A,GD,300
FLUID SITUATION,2022-05-15T00:00:00Z,NA,1126,ROSARIO JOEL,TERRANOVA JOHN P II,118,1320,4,BEL,D,FT,N,100000,4,37.86816269284712,train,36.57049979683055,CASTELLANO J J,300,118,1760,D,250000,G3,FT,300
FLUORESCENT BAY,2023-07-07T00:00:00Z,NA,1575,DAVIS JACQUELINE A,DAVIS ROBBIE G,125,2200,8,BEL,t,FM,S,90000,7,36.8369351669941,train,0,Other,300,0,3000,Other,0,Other,Other,300
FLUORESCENT BAY,2023-06-03T00:00:00Z,NA,1541,DAVIS JACQUELINE A,DAVIS ROBBIE G,125,1870,5,BEL,T,FM,M,45000,6,36.906599768429174,train,36.8369351669941,DAVIS JACQUELINE A,300,125,2200,t,90000,S,FM,300
FLUORESCENT BAY,2023-05-13T00:00:00Z,NA,1520,DAVIS JACQUELINE A,DAVIS ROBBIE G,125,1870,5,BEL,T,FM,M,45000,7,36.16337335728468,train,36.906599768429174,DAVIS JACQUELINE A,300,125,1870,T,45000,M,FM,300
FLUORESCENT BAY,2023-04-01T00:00:00Z,NA,1478,DAVIS KATIE,DAVIS ROBBIE G,125,1430,2,AQU,D,MY,S,70000,7,36.48041905712147,train,36.16337335728468,DAVIS JACQUELINE A,300,125,1870,T,45000,M,FM,300
FLY FLY AWAY,2019-11-09T00:00:00Z,NA,997,CASTELLANO J J,CLEMENT CHRISTOPHE,120,1320,10,AQU,t,FM,N,100000,8,38.516405135520685,train,0,Other,300,0,3000,Other,0,Other,Other,300
FLY FLY AWAY,2019-08-28T00:00:00Z,NA,924,ORTIZ IRAD JR,CLEMENT CHRISTOPHE,122,1870,3,SAR,t,FM,G3,150000,5,36.78945849764355,train,38.516405135520685,CASTELLANO J J,300,120,1320,t,100000,N,FM,300
FLY FLY AWAY,2019-08-09T00:00:00Z,NA,905,ORTIZ IRAD JR,CLEMENT CHRISTOPHE,119,1210,8,SAR,T,FM,S,78000,1,39.599999999999994,train,36.78945849764355,ORTIZ IRAD JR,300,122,1870,t,150000,G3,FM,300
FLY FLY AWAY,2019-07-18T00:00:00Z,NA,883,ORTIZ IRAD JR,CLEMENT CHRISTOPHE,119,1210,9,SAR,D,FT,S,78000,5,37.79202931745304,train,39.599999999999994,ORTIZ IRAD JR,300,119,1210,T,78000,S,FM,300
FLY RIGHT,2023-07-30T00:00:00Z,NA,1232,CASTELLANO J J,GYARMATI LEAH,118,1760,5,SAR,D,FT,S,136500,7,35.269912804937796,train,0,Other,300,0,3000,Other,0,Other,Other,300
FLY RIGHT,2023-07-07T00:00:00Z,NA,1209,CASTELLANO J J,GYARMATI LEAH,118,2200,4,BEL,t,FM,S,90000,2,37.49687526039497,train,35.269912804937796,CASTELLANO J J,300,118,1760,D,136500,S,FT,300
FLY RIGHT,2023-06-03T00:00:00Z,NA,1175,FRANCO MANUEL,GYARMATI LEAH,118,1870,7,BEL,T,FM,S,90000,2,37.692156089869925,train,37.49687526039497,CASTELLANO J J,300,118,2200,t,90000,S,FM,300
FLY RIGHT,2022-11-06T00:00:00Z,NA,966,CASTELLANO J J,GYARMATI LEAH,119,1870,1,AQU,T,FM,S,85000,3,36.87813343617431,train,37.692156089869925,FRANCO MANUEL,300,118,1870,T,90000,S,FM,300
FLY RIGHT,2022-10-02T00:00:00Z,NA,931,CASTELLANO J J,GYARMATI LEAH,118,1870,1,BAQ,t,YL,G2,200000,10,34.858288526382935,train,36.87813343617431,CASTELLANO J J,300,119,1870,T,85000,S,FM,300
FLY RIGHT,2022-09-03T00:00:00Z,NA,902,CASTELLANO J J,GYARMATI LEAH,119,1870,2,SAR,t,FM,S,105000,2,36.58536585365854,train,34.858288526382935,CASTELLANO J J,300,118,1870,t,200000,G2,YL,300
FORE LEFT,2019-12-01T00:00:00Z,NA,1019,GUTIERREZ MARIO,O'NEILL DOUG,122,1760,6,DMR,T,FM,G3,100000,10,37.151702786377705,train,0,Other,300,0,3000,Other,0,Other,Other,300
FORE LEFT,2019-11-09T00:00:00Z,NA,997,Other,O'NEILL DOUG,122,1320,4,GG,D,FT,N,50000,3,38.698581052028096,train,37.151702786377705,GUTIERREZ MARIO,300,122,1760,T,100000,G3,FM,300
FORE LEFT,2019-10-20T00:00:00Z,NA,977,GUTIERREZ MARIO,O'NEILL DOUG,124,1430,3,SA,D,FT,N,70000,1,37.72246582409079,train,38.698581052028096,Other,300,122,1320,D,50000,N,FT,300
FORE LEFT,2019-09-27T00:00:00Z,NA,954,GUTIERREZ MARIO,O'NEILL DOUG,122,1870,2,SA,D,FT,G1,300000,7,34.68129476833801,train,37.72246582409079,GUTIERREZ MARIO,300,124,1430,D,70000,N,FT,300
FORE LEFT,2019-09-02T00:00:00Z,NA,929,GUTIERREZ MARIO,O'NEILL DOUG,123,1540,6,DMR,D,FT,G1,300000,5,35.926094890510946,train,34.68129476833801,GUTIERREZ MARIO,300,122,1870,D,300000,G1,FT,300
FORE LEFT,2019-08-10T00:00:00Z,NA,906,GUTIERREZ MARIO,O'NEILL DOUG,123,1320,6,DMR,D,FT,G2,200000,3,37.73057574063722,train,35.926094890510946,GUTIERREZ MARIO,300,123,1540,D,300000,G1,FT,300
FORE LEFT,2019-06-07T00:00:00Z,NA,842,GUTIERREZ MARIO,O'NEILL DOUG,121,1210,3,BEL,D,FT,N,150000,1,38.40782122905028,train,37.73057574063722,GUTIERREZ MARIO,300,123,1320,D,200000,G2,FT,300
FORE LEFT,2019-05-19T00:00:00Z,NA,823,GARCIA MARTIN,O'NEILL DOUG,122,990,2,SA,D,FT,S,65000,1,39.2594028693292,train,38.40782122905028,GUTIERREZ MARIO,300,121,1210,D,150000,N,FT,300
FOREST FIRE,2018-03-17T00:00:00Z,NA,1067,BISONO J,SERVIS JOHN C,116,1870,7,LRL,D,FT,N,100000,2,36.5224863935835,train,0,Other,300,0,3000,Other,0,Other,Other,300
FOREST FIRE,2018-02-16T00:00:00Z,NA,1038,BISONO J,SERVIS JOHN C,118,1760,7,LRL,D,MY,AO,42000,1,37.16320842366058,train,36.5224863935835,BISONO J,300,116,1870,D,100000,N,FT,300
FOREST FIRE,2018-01-15T00:00:00Z,NA,1006,BISONO J,SERVIS JOHN C,121,1540,2,PRX,D,FT,S,45000,1,36.743263734981916,train,37.16320842366058,BISONO J,300,118,1760,D,42000,AO,MY,300
FOREST FIRE,2017-11-20T00:00:00Z,NA,950,PENNINGTON F,Other,120,1540,3,PRX,D,FT,S,33000,4,35.79545454545455,train,36.743263734981916,BISONO J,300,121,1540,D,45000,S,FT,300
FOREVER CHANGED,2019-09-30T00:00:00Z,NA,1294,Other,BAKER CHARLTON,122,1320,1,FL,D,FT,N,50000,2,37.83102143757881,train,0,Other,300,0,3000,Other,0,Other,Other,300
FOREVER CHANGED,2019-09-24T00:00:00Z,NA,1288,Other,BAKER CHARLTON,119,1830,3,FL,D,GD,AO,20400,1,35.64256159000018,train,37.83102143757881,Other,300,122,1320,D,50000,N,FT,300
FOREVER CHANGED,2019-09-02T00:00:00Z,NA,1266,ALVARADO JUNIOR,BAKER CHARLTON,118,1540,1,SAR,D,SY,AO,83000,1,37.39316239316239,train,35.64256159000018,Other,300,119,1830,D,20400,AO,GD,300
FOREVER CHANGED,2019-07-18T00:00:00Z,NA,1220,LEZCANO JOSE,BAKER CHARLTON,117,1210,4,SAR,D,FT,AO,83000,5,38.61154446177847,train,37.39316239316239,ALVARADO JUNIOR,300,118,1540,D,83000,AO,SY,300
FOREVER CHANGED,2019-06-15T00:00:00Z,NA,1187,LEZCANO JOSE,BAKER CHARLTON,118,1320,2,BEL,D,FT,AO,70000,4,38.033525848711086,train,38.61154446177847,LEZCANO JOSE,300,117,1210,D,83000,AO,FT,300
FOREVER CHANGED,2018-12-29T00:00:00Z,NA,1019,DAVIS DYLAN,BAKER CHARLTON,122,1760,2,AQU,D,MY,N,100000,4,35.3045013239188,train,38.033525848711086,LEZCANO JOSE,300,118,1320,D,70000,AO,FT,300
FOREVER CHANGED,2018-12-07T00:00:00Z,NA,997,ALVARADO JUNIOR,BAKER CHARLTON,122,1760,3,AQU,D,FT,AO,64000,1,35.54502369668246,train,35.3045013239188,DAVIS DYLAN,300,122,1760,D,100000,N,MY,300
FOREVER CHANGED,2018-11-08T00:00:00Z,NA,968,ALVARADO JUNIOR,BAKER CHARLTON,119,1320,6,AQU,D,FT,S,62000,1,36.63500678426051,train,35.54502369668246,ALVARADO JUNIOR,300,122,1760,D,64000,AO,FT,300
FOREVER CHANGED,2018-09-20T00:00:00Z,NA,919,ALVARADO JUNIOR,BAKER CHARLTON,119,1320,3,BEL,D,FT,S,62000,2,37.646402677077525,train,36.63500678426051,ALVARADO JUNIOR,300,119,1320,D,62000,S,FT,300
FOREVER IN LOVE,2017-11-05T00:00:00Z,NA,1724,SAEZ LUIS,RICE LINDA,122,1870,5,AQU,T,FM,AO,59000,4,36.88168932600521,train,0,Other,300,0,3000,Other,0,Other,Other,300
FOREVER IN LOVE,2017-09-23T00:00:00Z,NA,1681,HAMILTON S D,RICE LINDA,120,1760,8,LRL,T,FM,AO,45000,10,38.01879818354631,train,36.88168932600521,SAEZ LUIS,300,122,1870,T,59000,AO,FM,300
FOREVER IN LOVE,2017-07-16T00:00:00Z,NA,1612,KARAMANOS H A,RICE LINDA,120,1980,2,LRL,T,FM,AO,45000,2,37.769280984799025,train,38.01879818354631,HAMILTON S D,300,120,1760,T,45000,AO,FM,300
FOREVER IN LOVE,2017-06-11T00:00:00Z,NA,1577,KARAMANOS H A,RICE LINDA,124,1870,7,LRL,T,FM,AO,45000,2,38.59348198970841,train,37.769280984799025,KARAMANOS H A,300,120,1980,T,45000,AO,FM,300
FOREVER IN LOVE,2017-04-15T00:00:00Z,NA,1520,KARAMANOS H A,RICE LINDA,120,1870,2,LRL,T,FM,AO,45000,1,37.233524773678575,train,38.59348198970841,KARAMANOS H A,300,124,1870,T,45000,AO,FM,300
FOREVER IN LOVE,2016-11-09T00:00:00Z,NA,1363,ORTIZ JOSE L,RICE LINDA,121,1870,7,AQU,T,FM,A,67000,6,36.62039253231212,train,37.233524773678575,KARAMANOS H A,300,120,1870,T,45000,AO,FM,300
FOREVER IN LOVE,2016-09-28T00:00:00Z,NA,1321,ORTIZ JOSE L,RICE LINDA,122,1760,7,BEL,T,FM,AO,77000,3,38.01076971808679,train,36.62039253231212,ORTIZ JOSE L,300,121,1870,T,67000,A,FM,300
FOREVER IN LOVE,2016-09-03T00:00:00Z,NA,1296,ORTIZ JOSE L,RICE LINDA,122,1870,5,SAR,T,FM,AO,85000,5,38.00298062593144,train,38.01076971808679,ORTIZ JOSE L,300,122,1760,T,77000,AO,FM,300
FOREVER IN LOVE,2016-08-08T00:00:00Z,NA,1270,ORTIZ JOSE L,RICE LINDA,115,1870,1,SAR,t,FM,AO,78000,1,37.79644268774704,train,38.00298062593144,ORTIZ JOSE L,300,122,1870,T,85000,AO,FM,300
FOREVER IN LOVE,2016-07-17T00:00:00Z,NA,1248,ORTIZ JOSE L,RICE LINDA,118,1540,1,BEL,T,FM,A,62000,1,38.89849345517412,train,37.79644268774704,ORTIZ JOSE L,300,115,1870,t,78000,AO,FM,300
FORGE,2018-04-11T00:00:00Z,NA,1457,ORTIZ IRAD JR,RODRIGUEZ RUDY R,121,1320,3,AQU,D,FT,A,75000,1,37.458379578246394,train,0,Other,300,0,3000,Other,0,Other,Other,300
FORGE,2018-01-20T00:00:00Z,NA,1376,REYES LUIS R,RODRIGUEZ RUDY R,118,1320,2,AQU,D,FT,R,51000,1,39.04555314533623,train,37.458379578246394,ORTIZ IRAD JR,300,121,1320,D,75000,A,FT,300
FORGE,2017-12-14T00:00:00Z,NA,1339,CASTELLANO J J,QUARTAROLO ANTHONY T,122,1320,4,AQU,D,FT,C,40000,2,36.02401601067378,train,39.04555314533623,REYES LUIS R,300,118,1320,D,51000,R,FT,300
FORGE,2017-11-15T00:00:00Z,NA,1310,CASTELLANO J J,QUARTAROLO ANTHONY T,122,1540,2,AQU,D,FT,R,55000,10,35.58919896056942,train,36.02401601067378,CASTELLANO J J,300,122,1320,D,40000,C,FT,300
FORGE,2017-10-22T00:00:00Z,NA,1286,CASTELLANO J J,QUARTAROLO ANTHONY T,121,1320,1,BEL,D,FT,R,55000,3,38.05496828752642,train,35.58919896056942,CASTELLANO J J,300,122,1540,D,55000,R,FT,300
FORGE,2017-10-13T00:00:00Z,NA,1277,CASTELLANO J J,QUARTAROLO ANTHONY T,121,1320,3,BEL,T,FM,R,55000,5,38.23820988528537,train,38.05496828752642,CASTELLANO J J,300,121,1320,D,55000,R,FT,300
FORGE,2017-09-24T00:00:00Z,NA,1258,CASTELLANO J J,QUARTAROLO ANTHONY T,121,1430,7,BEL,D,FT,R,55000,4,37.528868360277144,train,38.23820988528537,CASTELLANO J J,300,121,1320,T,55000,R,FM,300
FORGE,2017-08-31T00:00:00Z,NA,1234,CASTELLANO J J,BROWN CHAD C,119,1430,6,SAR,D,FT,M,35000,1,38.130621822448184,train,37.528868360277144,CASTELLANO J J,300,121,1430,D,55000,R,FT,300
FORGE,2017-07-21T00:00:00Z,NA,1193,JUAREZ NIK,BROWN CHAD C,117,1320,3,MTH,D,FT,S,36000,3,38.36317135549873,train,38.130621822448184,CASTELLANO J J,300,119,1430,D,35000,M,FT,300
FORGE,2016-09-16T00:00:00Z,NA,885,CASTELLANO J J,BROWN CHAD C,119,1320,7,BEL,t,FM,S,75000,4,38.693035253654344,train,38.36317135549873,JUAREZ NIK,300,117,1320,D,36000,S,FT,300
FORT BRAGG,2023-07-01T00:00:00Z,NA,1232,VELAZQUEZ J R,BAFFERT BOB,118,1760,5,BEL,D,FT,G3,200000,1,37.74771940861906,train,0,Other,300,0,3000,Other,0,Other,Other,300
FORT BRAGG,2023-05-06T00:00:00Z,NA,1176,ROSARIO JOEL,YAKTEEN TIM,118,1760,6,CD,D,FT,G2,500000,2,38.10733566211496,train,37.74771940861906,VELAZQUEZ J R,300,118,1760,D,200000,G3,FT,300
FORT BRAGG,2023-04-01T00:00:00Z,NA,1141,ROSARIO JOEL,YAKTEEN TIM,122,1980,10,GP,D,FT,G1,1000000,5,36.55564581640943,train,38.10733566211496,ROSARIO JOEL,300,118,1760,D,500000,G2,FT,300
FORT BRAGG,2023-03-04T00:00:00Z,NA,1113,HERNANDEZ JUAN J,YAKTEEN TIM,120,1870,7,SA,D,FT,G2,400000,5,37.20093367049212,train,36.55564581640943,ROSARIO JOEL,300,122,1980,D,1000000,G1,FT,300
FORT BRAGG,2022-12-17T00:00:00Z,NA,1036,PRAT FLAVIEN,BAFFERT BOB,120,1870,3,LRC,D,FT,G2,200000,3,37.22627737226278,train,37.20093367049212,HERNANDEZ JUAN J,300,120,1870,D,400000,G2,FT,300
FORT BRAGG,2022-11-04T00:00:00Z,NA,993,MALDONADO E,BAFFERT BOB,120,1870,1,SA,D,FT,S,61000,1,36.62039253231212,train,37.22627737226278,PRAT FLAVIEN,300,120,1870,D,200000,G2,FT,300
FORT BRAGG,2022-10-10T00:00:00Z,NA,968,HERNANDEZ JUAN J,BAFFERT BOB,120,1760,9,SA,D,FT,S,61000,1,36.429872495446276,train,36.62039253231212,MALDONADO E,300,120,1870,D,61000,S,FT,300
FORT BRAGG,2022-09-10T00:00:00Z,NA,938,HERNANDEZ JUAN J,BAFFERT BOB,120,1210,9,DMR,D,FT,S,80000,3,39.50518754988029,train,36.429872495446276,HERNANDEZ JUAN J,300,120,1760,D,61000,S,FT,300
FORTE,2023-07-29T00:00:00Z,NA,1260,ORTIZ IRAD JR,PLETCHER TODD A,124,1980,2,SAR,D,SY,G2,500000,1,36.949183468661616,train,0,Other,300,0,3000,Other,0,Other,Other,300
FORTE,2023-06-10T00:00:00Z,NA,1211,ORTIZ IRAD JR,PLETCHER TODD A,126,2640,6,BEL,D,FT,G1,1500000,2,36.13006824568446,train,36.949183468661616,ORTIZ IRAD JR,300,124,1980,D,500000,G2,SY,300
FORTE,2023-04-01T00:00:00Z,NA,1141,ORTIZ IRAD JR,PLETCHER TODD A,122,1980,11,GP,D,FT,G1,1000000,1,37.03026424065099,train,36.13006824568446,ORTIZ IRAD JR,300,126,2640,D,1500000,G1,FT,300
FORTE,2023-03-04T00:00:00Z,NA,1113,ORTIZ IRAD JR,PLETCHER TODD A,123,1870,3,GP,D,FT,G2,400000,1,37.09270752521334,train,37.03026424065099,ORTIZ IRAD JR,300,122,1980,D,1000000,G1,FT,300
FORTE,2022-11-04T00:00:00Z,NA,993,ORTIZ IRAD JR,PLETCHER TODD A,122,1870,4,KEE,D,FT,G1,2000000,1,37.11430234814671,train,37.09270752521334,ORTIZ IRAD JR,300,123,1870,D,400000,G2,FT,300
FORTE,2022-10-08T00:00:00Z,NA,966,ORTIZ IRAD JR,PLETCHER TODD A,122,1870,6,KEE,D,FT,G1,600000,1,36.518999427152956,train,37.11430234814671,ORTIZ IRAD JR,300,122,1870,D,2000000,G1,FT,300
FORTE,2022-09-05T00:00:00Z,NA,933,ORTIZ IRAD JR,PLETCHER TODD A,120,1540,2,SAR,D,SY,G1,300000,1,38.144829256478566,train,36.518999427152956,ORTIZ IRAD JR,300,122,1870,D,600000,G1,FT,300
FORTE,2022-07-16T00:00:00Z,NA,882,ORTIZ IRAD JR,PLETCHER TODD A,120,1320,4,SAR,D,FT,G3,175000,4,37.40130211940712,train,38.144829256478566,ORTIZ IRAD JR,300,120,1540,D,300000,G1,SY,300
FORTE,2022-05-27T00:00:00Z,NA,832,ORTIZ IRAD JR,PLETCHER TODD A,119,1100,2,BEL,D,FT,S,90000,1,38.653152379316275,train,37.40130211940712,ORTIZ IRAD JR,300,120,1320,D,175000,G3,FT,300
FORTUNE SELLER,2023-07-22T00:00:00Z,NA,798,PRAT FLAVIEN,Other,119,1870,3,SAR,t,TF,S,136500,3,35.79114812388884,train,0,Other,300,0,3000,Other,0,Other,Other,300
FRAU DIABLO,2023-07-30T00:00:00Z,NA,1232,DAVIS DYLAN,MAKER MICHAEL J,119,1210,6,SAR,D,FT,S,136500,4,37.896187413872305,train,0,Other,300,0,3000,Other,0,Other,Other,300
FREE DROP BILLY,2018-05-05T00:00:00Z,NA,1086,ALBARADO R J,ROMANS DALE,126,2200,2,CD,D,SY,G1,2000000,16,34.429992348890586,train,0,Other,300,0,3000,Other,0,Other,Other,300
FREE DROP BILLY,2018-04-07T00:00:00Z,NA,1058,ORTIZ IRAD JR,ROMANS DALE,123,1980,9,KEE,D,FT,G2,1000000,4,36.55894565806102,train,34.429992348890586,ALBARADO R J,300,126,2200,D,2000000,G1,SY,300
FREE DROP BILLY,2018-03-10T00:00:00Z,NA,1030,DAVIS DYLAN,ROMANS DALE,123,1760,6,AQU,D,FT,G3,300000,3,36.26838605682047,train,36.55894565806102,ORTIZ IRAD JR,300,123,1980,D,1000000,G2,FT,300
FREE DROP BILLY,2018-02-03T00:00:00Z,NA,995,SAEZ LUIS,ROMANS DALE,122,1870,2,GP,D,FT,G2,350000,2,37.233524773678575,train,36.26838605682047,DAVIS DYLAN,300,123,1760,D,300000,G3,FT,300
FREE DROP BILLY,2017-11-04T00:00:00Z,NA,904,ALBARADO R J,ROMANS DALE,122,1870,5,DMR,D,FT,G1,2000000,9,35.456062291434925,train,37.233524773678575,SAEZ LUIS,300,122,1870,D,350000,G2,FT,300
FREE DROP BILLY,2017-10-07T00:00:00Z,NA,876,ALBARADO R J,ROMANS DALE,121,1870,9,KEE,D,FT,G1,500000,1,36.279996206013465,train,35.456062291434925,ALBARADO R J,300,122,1870,D,2000000,G1,FT,300
FREE DROP BILLY,2017-09-04T00:00:00Z,NA,843,ALBARADO R J,ROMANS DALE,118,1540,8,SAR,D,GD,G1,350000,2,37.61194029850746,train,36.279996206013465,ALBARADO R J,300,121,1870,D,500000,G1,FT,300
FREE DROP BILLY,2017-07-22T00:00:00Z,NA,799,ALBARADO R J,ROMANS DALE,120,1320,4,SAR,D,FT,G3,150000,2,37.688442211055275,train,37.61194029850746,ALBARADO R J,300,118,1540,D,350000,G1,GD,300
FREE DROP BILLY,2017-06-15T00:00:00Z,NA,762,ALBARADO R J,ROMANS DALE,118,1210,5,CD,D,FT,S,46700,1,38.29490948475941,train,37.688442211055275,ALBARADO R J,300,120,1320,D,150000,G3,FT,300
FROSTMOURNE,2018-04-13T00:00:00Z,NA,1459,ORTIZ IRAD JR,CLEMENT CHRISTOPHE,118,1760,4,KEE,T,FM,G1,300000,5,37.86683496371096,train,0,Other,300,0,3000,Other,0,Other,Other,300
FROSTMOURNE,2018-03-16T00:00:00Z,NA,1431,ORTIZ IRAD JR,CLEMENT CHRISTOPHE,121,1760,2,GP,T,FM,AO,58000,1,37.9386658235852,train,37.86683496371096,ORTIZ IRAD JR,300,118,1760,T,300000,G1,FM,300
